UF;Municipio;Automóvel;Caminhão;Caminhonete;Motocicleta;Ônibus;Utilitário;Outros;Total
SP;AMERICO DE CAMPOS;2273;134;397;570;36;3;382;3795
SP;AMPARO;30366;1460;4060;13215;154;412;5880;55547
SP;ANALANDIA;1615;96;214;314;18;5;366;2628
SP;ANDRADINA;23076;1217;3487;9983;179;246;8213;46401
SP;ANGATUBA;7508;433;1253;2696;126;67;1514;13597
SP;ANHEMBI;1552;108;261;224;31;8;233;2417
SP;ANHUMAS;1197;81;260;336;9;6;161;2050
SP;APARECIDA;12905;765;1732;4222;539;229;2385;22777
SP;APARECIDA D'OESTE;1925;122;326;510;33;8;346;3270
SP;APIAI;6034;419;961;3110;104;47;995;11670
SP;ARACARIGUAMA;6300;558;909;1814;59;87;1038;10765
SP;ARACATUBA;83216;3628;11337;45192;842;1272;29795;175282
SP;ARACOIABA DA SERRA;12679;596;1811;4496;35;191;1920;21728
SP;ARAMINA;2111;94;334;222;30;11;342;3144
SP;ARANDU;1649;74;248;494;31;8;229;2733
SP;ARAPEI;699;45;93;206;11;7;77;1138
SP;ARARAQUARA;107966;3974;12423;38124;1199;1256;20328;185270
SP;ARARAS;56673;2429;6789;21560;386;661;14974;103472
SP;ARCO-IRIS;505;75;106;189;11;3;87;976
SP;AREALVA;2431;200;625;741;36;21;463;4517
SP;AREIAS;1014;57;141;298;8;10;85;1613
SP;AREIOPOLIS;3447;178;375;588;156;18;604;5366
SP;ARIRANHA;3294;275;574;704;184;11;918;5960
SP;ARTUR NOGUEIRA;22001;1105;3157;7863;191;198;3854;38369
SP;ARUJA;35611;2899;4944;6386;417;708;6295;57260
SP;ASPASIA;641;22;119;213;5;1;124;1125
SP;ASSIS;41756;2003;6448;19010;408;522;10695;80842
SP;ATIBAIA;68612;2626;9166;22825;367;1396;11350;116342
SP;AURIFLAMA;5772;377;1036;2263;61;66;1396;10971
SP;AVAI;1216;95;200;259;28;7;285;2090
SP;AVANHANDAVA;3250;184;435;1197;75;22;876;6039
SP;AVARE;37602;1479;5165;12435;297;577;8160;65715
SP;BADY BASSITT;7614;408;1287;2134;70;55;1760;13328
SP;BALBINOS;503;25;72;89;7;1;69;766
SP;BALSAMO;3688;239;699;896;25;42;804;6393
SP;BANANAL;2895;210;439;756;41;55;393;4789
SP;BARAO DE ANTONINA;786;34;154;253;14;2;82;1325
SP;BARBOSA;1888;121;235;656;46;3;333;3282
SP;BARIRI;13907;906;2196;4682;99;91;3342;25223
SP;BARRA BONITA;17025;1024;2181;4709;257;189;3759;29144
SP;BARRA DO CHAPEU;913;69;225;892;20;8;119;2246
SP;BARRA DO TURVO;976;79;150;406;62;1;185;1859
SP;BARRETOS;48729;2272;6785;24504;539;725;13120;96674
SP;BARRINHA;8648;520;1004;2797;220;56;2358;15603
SP;BARUERI;113737;6178;13685;24876;1267;3888;20039;183670
SP;BASTOS;8660;969;1421;3163;119;90;2623;17045
SP;BATATAIS;24927;1267;3855;7469;203;306;4931;42958
SP;BAURU;178207;6203;21058;49970;1367;2023;30113;288941
SP;BEBEDOURO;32424;1772;4714;12892;344;420;12965;65531
SP;BENTO DE ABREU;888;64;108;222;15;1;171;1469
SP;BERNARDINO DE CAMPOS;4287;394;783;882;44;39;784;7213
SP;BERTIOGA;13514;541;2033;6198;103;220;3459;26068
SP;BILAC;3053;171;508;1118;24;16;615;5505
SP;BIRIGUI;47088;1942;6299;25738;183;557;20598;102405
SP;BIRITIBA-MIRIM;8852;473;1032;1757;50;64;1083;13311
SP;BOA ESPERANCA DO SUL;4957;355;723;700;118;14;841;7708
SP;BOCAINA;4466;192;712;1017;43;34;961;7425
SP;BOFETE;3488;239;638;725;58;18;509;5675
SP;BOITUVA;26974;1787;3729;6198;157;350;6669;45864
SP;BOM JESUS DOS PERDOES;9327;593;1169;3078;70;84;1342;15663
SP;BOM SUCESSO DE ITARARE;837;86;168;384;16;2;118;1611
SP;BORA;256;43;60;79;9;2;80;529
SP;BORACEIA;1479;212;321;316;21;5;407;2761
SP;BORBOREMA;5878;430;1107;1603;119;41;1528;10706
SP;BOREBI;744;54;136;195;7;2;133;1271
SP;BOTUCATU;64029;1907;7933;17320;475;876;11616;104156
SP;BRAGANCA PAULISTA;74596;3093;9965;28839;405;1371;13335;131604
SP;BRAUNA;1676;84;384;428;86;11;333;3002
SP;BREJO ALEGRE;632;165;98;219;19;2;376;1511
SP;BRODOWSKI;9496;670;1950;1954;66;120;1854;16110
SP;BROTAS;9588;542;1647;2225;222;128;2784;17136
SP;BURI;5346;542;926;1882;108;59;1082;9945
SP;BURITAMA;5743;384;976;2297;83;46;2156;11685
SP;BURITIZAL;1538;125;342;427;35;11;445;2923
SP;CABRALIA PAULISTA;1485;146;215;397;19;3;278;2543
SP;CABREUVA;18366;1043;2286;5469;69;170;2332;29735
SP;CACAPAVA;37241;1277;3580;10008;170;425;5296;57997
SP;CACHOEIRA PAULISTA;10290;410;1135;2962;34;124;1582;16537
SP;CACONDE;6715;296;1109;1503;77;44;638;10382
SP;CAFELANDIA;6431;322;856;1547;90;43;1281;10570
SP;CAIABU;1301;41;193;296;42;3;129;2005
SP;CAIEIRAS;31199;1080;3438;6094;445;391;3975;46622
SP;CAIUA;992;60;183;354;25;3;231;1848
SP;CAJAMAR;28543;1638;3587;5992;380;337;3909;44386
SP;CAJATI;7289;687;1050;3598;230;54;2035;14943
SP;CAJOBI;3566;260;613;546;106;18;566;5675
SP;CAJURU;9565;544;1740;1764;129;67;1881;15690
SP;CAMPINA DO MONTE ALEGRE;1679;100;255;509;35;6;234;2818
SP;CAMPINAS;618367;20392;64717;119751;5748;10389;77756;917120
SP;CAMPO LIMPO PAULISTA;31513;726;3076;8217;65;264;3500;47361
SP;CAMPOS DO JORDAO;22062;698;2751;7287;68;444;2623;35933
SP;CAMPOS NOVOS PAULISTA;1260;123;273;444;47;8;228;2383
SP;CANANEIA;1983;110;358;857;17;44;527;3896
SP;CANAS;1113;152;150;349;9;6;162;1941
SP;CANDIDO MOTA;11388;1084;2063;3392;83;88;2606;20704
SP;CANDIDO RODRIGUES;1160;122;206;213;14;4;165;1884
SP;CANITAR;1295;56;118;279;22;1;227;1998
SP;CAPAO BONITO;13197;1028;2066;5424;220;108;4218;26261
SP;CAPELA DO ALTO;6640;608;1063;2723;47;31;1120;12232
SP;CAPIVARI;21907;1201;3037;6151;321;266;4181;37064
SP;CARAGUATATUBA;38357;1669;4805;16843;138;638;7713;70163
SP;CARAPICUIBA;132139;4041;11483;36632;999;1065;15674;202033
SP;CARDOSO;4395;214;740;1003;59;18;991;7420
SP;CASA BRANCA;10721;617;1727;4339;117;135;1814;19470
SP;CASSIA DOS COQUEIROS;999;29;217;179;17;6;89;1536
SP;CASTILHO;5409;259;784;1897;120;24;1286;9779
SP;CATANDUVA;56428;2905;7731;26962;510;679;14375;109590
SP;CATIGUA;2552;81;285;509;33;6;511;3977
SP;CEDRAL;3667;245;663;938;26;30;711;6280
SP;CERQUEIRA CESAR;7434;431;1129;1750;165;52;1428;12389
SP;CERQUILHO;18777;968;2692;5389;121;191;3465;31603
SP;CESARIO LANGE;7588;381;864;2407;77;47;928;12292
SP;CHARQUEADA;5757;446;896;1352;98;47;1042;9638
SP;CHAVANTES;3899;146;454;693;65;30;608;5895
SP;CLEMENTINA;2631;317;367;844;64;7;1076;5306
SP;COLINA;6434;399;929;2587;96;65;1880;12390
SP;COLOMBIA;1973;154;310;452;73;7;393;3362
SP;CONCHAL;10197;871;1779;3597;306;95;2235;19080
SP;CONCHAS;6602;381;1093;1729;49;54;879;10787
SP;CORDEIROPOLIS;10214;777;1383;2939;63;110;2137;17623
SP;COROADOS;1754;121;272;594;24;10;387;3162
SP;CORONEL MACEDO;1095;75;184;308;25;5;148;1840
SP;CORUMBATAI;1508;172;302;402;14;19;439;2856
SP;COSMOPOLIS;24163;874;2683;7742;226;177;4346;40211
SP;COSMORAMA;3111;230;610;974;50;20;631;5626
SP;COTIA;97814;3253;10849;20505;847;2147;13142;148557
SP;CRAVINHOS;13325;978;2101;3366;181;171;3227;23349
SP;CRISTAIS PAULISTA;2519;153;467;661;33;34;375;4242
SP;CRUZALIA;814;82;160;222;5;5;130;1418
SP;CRUZEIRO;25762;794;2377;9654;61;332;4271;43251
SP;CUBATAO;29512;2819;2506;10322;401;251;12069;57880
SP;CUNHA;6643;383;1104;4200;49;79;628;13086
SP;DESCALVADO;14004;1130;2102;4541;199;124;3060;25160
SP;DIADEMA;135092;4450;11580;43481;649;961;21556;217769
SP;DIRCE REIS;486;74;90;216;8;2;87;963
SP;DIVINOLANDIA;4938;477;1207;1182;69;69;534;8476
SP;DOBRADA;2379;80;244;763;92;5;367;3930
SP;DOIS CORREGOS;9764;705;1630;2765;178;69;2261;17372
SP;DOLCINOPOLIS;1010;34;130;229;12;5;204;1624
SP;DOURADO;3573;205;584;713;65;32;735;5907
SP;DRACENA;19469;1152;3401;7142;145;255;5496;37060
SP;DUARTINA;4755;277;784;1212;84;19;688;7819
SP;DUMONT;3011;408;648;540;59;36;522;5224
SP;ECHAPORA;2034;180;421;363;33;28;212;3271
SP;ELDORADO;2511;301;449;1352;67;11;482;5173
SP;ELIAS FAUSTO;4849;387;790;1754;96;30;835;8741
SP;ELISIARIO;1044;55;154;272;11;4;161;1701
SP;EMBAUBA;794;77;143;115;29;0;121;1279
SP;EMBU;72265;2776;7342;22904;812;707;12449;119255
SP;EMBU-GUACU;24422;2313;3317;5515;381;243;3973;40164
SP;EMILIANOPOLIS;1013;54;173;375;15;3;106;1739
SP;ENGENHEIRO COELHO;5474;469;926;2296;203;47;1190;10605
SP;ESPIRITO SANTO DO PINHAL;17991;677;2566;5661;94;197;3287;30473
SP;ESPIRITO SANTO DO TURVO;1371;161;292;276;37;1;272;2410
SP;ESTIVA GERBI;4070;279;553;1407;32;20;930;7291
SP;ESTRELA D'OESTE;3466;254;656;1034;31;27;1106;6574
SP;ESTRELA DO NORTE;873;31;125;106;9;3;81;1228
SP;EUCLIDES DA CUNHA PAULISTA;2493;110;370;1107;58;4;414;4556
SP;FARTURA;5830;359;913;1439;49;66;855;9511
SP;FERNANDO PRESTES;2309;259;561;436;21;12;454;4052
SP;FERNANDOPOLIS;30764;1624;4813;12841;239;347;10580;61208
SP;FERNAO;485;34;102;151;14;1;92;879
SP;FERRAZ DE VASCONCELOS;50656;2070;4274;9212;537;267;5456;72472
SP;FLORA RICA;534;27;104;117;12;0;73;867
SP;FLOREAL;1208;66;213;299;8;5;190;1989
SP;FLORIDA PAULISTA;4191;355;573;663;130;16;714;6642
SP;FLORINEA;860;54;144;253;10;2;130;1453
SP;FRANCA;158851;3975;20374;60292;718;2931;23629;270770
SP;FRANCISCO MORATO;35670;600;2467;9446;238;120;3145;51686
SP;FRANCO DA ROCHA;40279;1015;3592;9596;209;252;3962;58905
SP;GABRIEL MONTEIRO;991;62;235;309;14;2;211;1824
SP;GALIA;2221;167;341;585;48;15;355;3732
SP;GARCA;16891;792;1882;6282;121;147;3393;29508
SP;GASTAO VIDIGAL;1372;73;188;432;64;4;186;2319
SP;GAVIAO PEIXOTO;1440;77;242;187;30;7;199;2182
SP;GENERAL SALGADO;4371;296;675;960;109;24;1134;7569
SP;GETULINA;3110;134;436;699;78;13;466;4936
SP;GLICERIO;1244;149;229;406;34;8;263;2333
SP;GUAICARA;3273;126;356;1181;36;7;1039;6018
SP;GUAIMBE;1639;127;191;309;37;4;190;2497
SP;GUAIRA;14530;1381;2820;4667;234;178;6064;29874
SP;GUAPIACU;6876;459;1189;2461;79;45;1506;12615
SP;GUAPIARA;3644;418;690;1775;66;19;492;7104
SP;GUARA;6173;255;801;1254;189;47;1361;10080
SP;GUARACAI;3096;298;697;1061;34;15;553;5754
SP;GUARACI;3262;223;446;805;114;20;833;5703
SP;GUARANI D'OESTE;681;36;105;203;8;2;109;1144
SP;GUARANTA;1976;103;266;569;49;8;338;3309
SP;GUARARAPES;11695;709;1633;4458;157;116;4130;22898
SP;GUARAREMA;11132;551;1482;3038;98;162;2412;18875
SP;GUARATINGUETA;45683;1441;5405;15881;248;830;6335;75823
SP;GUAREI;3489;327;608;1534;105;13;438;6514
SP;GUARIBA;12938;859;1550;3260;331;86;2750;21774
SP;GUARUJA;64702;2217;6309;39448;515;868;30460;144519
SP;GUARULHOS;469284;20801;43946;91139;4117;5417;70945;705649
SP;GUATAPARA;2203;198;296;440;64;17;393;3611
SP;GUZOLANDIA;1591;93;241;308;42;6;199;2480
SP;HERCULANDIA;2727;521;704;764;34;11;484;5245
SP;HOLAMBRA;5394;433;1270;1697;170;132;1232;10328
SP;HORTOLANDIA;83187;2945;8452;19002;783;404;8803;123576
SP;IACANGA;3929;285;672;1007;53;20;1079;7045
SP;IACRI;2098;166;341;479;22;12;318;3436
SP;IARAS;1323;66;189;370;34;5;200;2187
SP;IBATE;11649;648;1560;3008;291;48;2053;19257
SP;IBIRA;4240;182;624;930;55;26;887;6944
SP;IBIRAREMA;1928;253;390;693;33;10;468;3775
SP;IBITINGA;23090;976;3045;10141;236;220;4987;42695
SP;IBIUNA;28082;2407;5392;9455;132;335;4137;49940
SP;ICEM;2664;256;391;529;74;8;675;4597
SP;IEPE;2767;204;467;720;37;17;466;4678
SP;IGARACU DO TIETE;8240;366;819;2390;92;36;1365;13308
SP;IGARAPAVA;9959;476;1381;1740;137;71;1849;15613
SP;IGARATA;3778;162;544;1121;19;51;508;6183
SP;IGUAPE;5914;260;869;2244;123;56;1390;10856
SP;ILHA COMPRIDA;3073;205;471;1223;92;50;845;5959
SP;ILHA SOLTEIRA;10067;285;1294;3952;96;61;3561;19316
SP;ILHABELA;8797;420;1859;6949;71;647;2978;21721
SP;INDAIATUBA;115491;3640;14453;37280;477;2043;22441;195825
SP;INDIANA;1879;125;298;513;12;7;328;3162
SP;INDIAPORA;1722;77;261;405;19;7;279;2770
SP;INUBIA PAULISTA;1399;57;199;303;15;9;189;2171
SP;IPAUSSU;4221;210;468;937;64;21;1032;6953
SP;IPERO;6791;315;836;2097;58;24;961;11082
SP;IPEUNA;2525;189;467;602;45;30;494;4352
SP;IPIGUA;1078;67;236;416;13;4;221;2035
SP;IPORANGA;629;34;131;256;9;4;79;1142
SP;IPUA;4615;273;732;990;97;27;1246;7980
SP;IRACEMAPOLIS;9164;576;1383;2433;110;115;2556;16337
SP;IRAPUA;2447;137;417;458;91;14;458;4022
SP;IRAPURU;2128;113;360;426;30;5;307;3369
SP;ITABERA;4552;346;778;1731;82;47;994;8530
SP;ITAI;8243;594;1376;1638;216;92;1687;13846
SP;ITAJOBI;6704;608;1555;1796;67;64;1252;12046
SP;ITAJU;923;79;213;180;24;3;153;1575
SP;ITANHAEM;26737;1117;2809;10457;148;263;4991;46522
SP;ITAOCA;507;41;85;320;10;2;65;1030
SP;ITAPECERICA DA SERRA;48748;2432;5176;14380;817;478;7494;79525
SP;ITAPETININGA;55415;3026;7179;22543;530;469;13872;103034
SP;ITAPEVA;33306;2142;4887;13122;440;347;8406;62650
SP;ITAPEVI;64856;2146;5811;19679;212;394;8238;101336
SP;ITAPIRA;30035;1869;4476;14946;244;407;6393;58370
SP;ITAPIRAPUA PAULISTA;646;52;156;440;22;3;105;1424
SP;ITAPOLIS;18644;1362;3246;5490;247;127;3919;33035
SP;ITAPORANGA;4352;280;755;1388;88;48;845;7756
SP;ITAPUI;4037;416;517;1193;70;37;901;7171
SP;ITAPURA;1013;31;119;269;20;1;199;1652
SP;ITAQUAQUECETUBA;88049;3462;7686;19654;445;443;9877;129616
SP;ITARARE;14511;1004;1878;4985;252;113;2628;25371
SP;ITARIRI;2409;402;431;883;28;25;503;4681
SP;ITATIBA;52660;2504;6816;12768;417;760;8317;84242
SP;ITATINGA;5811;281;858;1286;129;41;1057;9463
SP;ITIRAPINA;5252;350;796;1257;68;46;1156;8925
SP;ITIRAPUA;1931;97;298;427;24;7;201;2985
SP;ITOBI;2392;179;377;1012;109;10;343;4422
SP;ITU;74310;3285;9115;25099;688;1206;14132;127835
SP;ITUPEVA;23305;1579;3661;5924;122;389;4763;39743
SP;ITUVERAVA;15285;675;2220;4655;146;193;4529;27703
SP;JABORANDI;1896;195;361;781;52;28;594;3907
SP;JABOTICABAL;30970;2218;4872;11217;223;460;8878;58838
SP;JACAREI;94082;2792;8535;22365;323;1073;12442;141612
SP;JACI;2369;258;511;803;16;19;490;4466
SP;JACUPIRANGA;4305;439;689;1908;398;48;1085;8872
SP;JAGUARIUNA;23908;1102;3119;8844;136;362;4501;41972
SP;JALES;21926;1224;3791;10927;100;260;8126;46354
SP;JAMBEIRO;1777;127;322;418;16;34;276;2970
SP;JANDIRA;37689;1252;3748;10381;188;389;5135;58782
SP;JARDINOPOLIS;14487;1123;2156;3893;162;144;3479;25444
SP;JARINU;12174;698;1869;3884;65;140;1584;20414
SP;JAU;59262;2568;7256;21561;553;688;14539;106427
SP;JERIQUARA;1109;75;174;199;22;9;186;1774
SP;JOANOPOLIS;5414;449;951;2267;25;67;877;10050
SP;JOAO RAMALHO;1226;38;195;311;36;4;153;1963
SP;JOSE BONIFACIO;14060;945;2596;6756;163;146;5017;29683
SP;JULIO MESQUITA;1207;47;135;194;32;3;156;1774
SP;JUMIRIM;1024;118;227;197;7;17;153;1743
SP;JUNDIAI;216754;7945;24018;45538;1228;4040;33689;333212
SP;JUNQUEIROPOLIS;7151;546;1141;2229;230;50;1776;13123
SP;JUQUIA;4292;468;639;1507;30;25;828;7789
SP;JUQUITIBA;10122;759;1330;2701;117;118;1547;16694
SP;LAGOINHA;1799;173;370;1232;27;19;217;3837
SP;LARANJAL PAULISTA;10828;840;1732;2657;258;140;2025;18480
SP;LAVINIA;1492;82;295;538;20;3;338;2768
SP;LAVRINHAS;1996;89;226;704;15;19;242;3291
SP;LEME;37249;2556;5475;16359;607;356;10714;73316
SP;LENCOIS PAULISTA;27493;1525;3569;8802;387;236;6469;48481
SP;LIMEIRA;133219;4988;17022;41450;714;1679;25310;224382
SP;LINDOIA;3123;216;473;1039;31;25;411;5318
SP;LINS;32058;1330;3361;12107;217;288;11680;61041
SP;LORENA;28511;1003;2896;10412;49;430;4479;47780
SP;LOURDES;641;23;109;236;17;1;91;1118
SP;LOUVEIRA;18716;1032;2584;6959;101;268;2882;32542
SP;LUCELIA;7295;396;936;2320;216;36;1852;13051
SP;LUCIANOPOLIS;811;59;174;133;24;4;95;1300
SP;LUIS ANTONIO;4343;291;611;755;241;58;851;7150
SP;LUIZIANIA;1311;79;212;415;41;5;171;2234
SP;LUPERCIO;1221;52;166;312;33;3;123;1910
SP;LUTECIA;898;56;179;183;16;6;117;1455
SP;MACATUBA;6339;449;798;1560;94;43;1355;10638
SP;MACAUBAL;3268;153;539;887;25;16;572;5460
SP;MACEDONIA;1218;50;246;383;14;2;231;2144
SP;MAGDA;1357;129;262;236;15;7;272;2278
SP;MAIRINQUE;19648;637;2247;5223;87;139;2170;30151
SP;MAIRIPORA;33087;2124;4516;8255;202;605;4745;53534
SP;MANDURI;3989;272;647;865;111;19;687;6590
SP;MARABA PAULISTA;989;46;189;332;21;2;130;1709
SP;MARACAI;4750;330;762;1777;59;15;1082;8775
SP;MARAPOAMA;1106;177;348;391;16;14;441;2493
SP;MARIAPOLIS;1074;51;184;278;34;4;134;1759
SP;MARILIA;99063;3513;11087;36176;610;1101;21209;172759
SP;MARINOPOLIS;706;76;135;203;14;3;156;1293
SP;MARTINOPOLIS;8530;514;1279;2124;147;67;1870;14531
SP;MATAO;37763;1670;5098;13967;448;400;8731;68077
SP;MAUA;160061;4214;11142;36988;1555;1048;18822;233830
SP;MENDONCA;1991;124;359;474;30;9;554;3541
SP;MERIDIANO;1538;182;275;435;22;11;891;3354
SP;MESOPOLIS;599;20;102;211;14;0;133;1079
SP;MIGUELOPOLIS;6760;276;939;1691;97;43;1876;11682
SP;MINEIROS DO TIETE;4398;252;536;838;57;18;895;6994
SP;MIRA ESTRELA;1104;50;242;234;31;1;183;1845
SP;MIRACATU;4762;773;766;2017;45;23;997;9383
SP;MIRANDOPOLIS;9302;529;1640;3794;226;62;3116;18669
SP;MIRANTE DO PARANAPANEMA;4839;327;849;1888;103;14;695;8715
SP;MIRASSOL;24419;1335;3655;9707;107;282;5979;45484
SP;MIRASSOLANDIA;1387;74;311;491;11;4;212;2490
SP;MOCOCA;25556;1287;3617;8789;369;254;5565;45437
SP;MOGI DAS CRUZES;168575;6677;16740;29281;1365;2517;25534;250689
SP;MOGI-GUACU;64632;2602;7813;27136;632;762;15114;118691
SP;MOGI-MIRIM;41262;2150;5898;15829;228;642;7698;73707
SP;MOMBUCA;1268;101;196;287;20;3;200;2075
SP;MONCOES;794;80;185;254;14;4;469;1800
SP;MONGAGUA;14292;563;1529;4515;114;127;2442;23582
SP;MONTE ALEGRE DO SUL;3245;253;618;1471;50;61;557;6255
SP;MONTE ALTO;19095;1564;3351;11020;117;202;6093;41442
SP;MONTE APRAZIVEL;9510;657;1706;2821;277;81;2063;17115
SP;MONTE AZUL PAULISTA;7556;565;1442;2160;183;138;2030;14074
SP;MONTE CASTELO;1459;95;216;403;11;8;233;2425
SP;MONTE MOR;21016;910;2557;5095;150;124;2581;32433
SP;MONTEIRO LOBATO;1676;171;328;548;16;30;292;3061
SP;MORRO AGUDO;8971;797;1665;2779;200;133;4067;18612
SP;MORUNGABA;6345;416;1004;1443;32;61;846;10147
SP;MOTUCA;1417;153;290;335;31;7;248;2481
SP;MURUTINGA DO SUL;1355;88;292;411;19;9;298;2472
SP;NANTES;757;25;132;110;18;4;100;1146
SP;NARANDIBA;1386;94;210;341;26;1;320;2378
SP;NATIVIDADE DA SERRA;1498;119;326;663;10;12;226;2854
SP;NAZARE PAULISTA;6734;780;1107;2706;77;51;1057;12512
SP;NEVES PAULISTA;3599;208;555;874;28;22;569;5855
SP;NHANDEARA;4372;204;822;1093;66;47;948;7552
SP;NIPOA;1724;119;303;501;37;4;346;3034
SP;NOVA ALIANCA;2350;176;392;565;19;7;342;3851
SP;NOVA CAMPINA;1388;100;194;695;24;7;214;2622
SP;NOVA CANAA PAULISTA;723;41;113;157;8;0;103;1145
SP;NOVA CASTILHO;434;23;96;89;6;1;57;706
SP;NOVA EUROPA;3444;191;562;570;156;16;802;5741
SP;NOVA GRANADA;7263;388;1082;2692;135;34;2012;13606
SP;NOVA GUATAPORANGA;809;45;105;248;15;1;116;1339
SP;NOVA INDEPENDENCIA;1216;84;177;253;12;1;418;2161
SP;NOVA LUZITANIA;1190;39;145;270;28;1;129;1802
SP;NOVA ODESSA;28129;986;3711;7535;130;251;4262;45004
SP;NOVAIS;1320;113;181;445;47;1;300;2407
SP;NOVO HORIZONTE;15613;1222;2381;6099;340;168;4437;30260
SP;NUPORANGA;2560;233;567;377;67;18;446;4268
SP;OCAUCU;1483;123;278;396;27;7;188;2502
SP;OLEO;875;44;145;166;10;3;121;1364
SP;OLIMPIA;22665;1024;3550;7832;234;256;5114;40675
SP;ONDA VERDE;1229;127;199;273;33;5;383;2249
SP;ORIENTE;2014;101;322;459;25;16;498;3435
SP;ORINDIUVA;2061;288;459;388;64;15;593;3868
SP;ORLANDIA;16858;1049;2623;6485;340;295;6817;34467
SP;OSASCO;288818;9865;26896;64355;2818;3186;42625;438563
SP;OSCAR BRESSANE;863;74;231;175;10;1;113;1467
SP;OSVALDO CRUZ;12592;496;1625;4507;125;109;4522;23976
SP;OURINHOS;40754;2296;5583;17356;647;489;12105;79230
SP;OURO VERDE;2376;123;354;742;66;12;402;4075
SP;OUROESTE;3661;205;570;887;37;31;951;6342
SP;PACAEMBU;4543;216;659;869;42;23;915;7267
SP;PALESTINA;4251;197;726;772;52;18;759;6775
SP;PALMARES PAULISTA;2826;98;345;791;116;8;489;4673
SP;PALMEIRA D'OESTE;4043;273;793;1022;40;22;1094;7287
SP;PALMITAL;8073;722;1573;2172;68;86;2495;15189
SP;PANORAMA;4622;347;723;2082;28;28;1610;9440
SP;PARAGUACU PAULISTA;16075;927;2028;5895;175;86;5235;30421
SP;PARAIBUNA;6403;277;979;2181;80;73;739;10732
SP;PARAISO;2414;214;486;375;109;7;597;4202
SP;PARANAPANEMA;6243;638;1254;1324;95;88;1234;10876
SP;PARANAPUA;1460;116;311;508;24;3;313;2735
SP;PARAPUA;3608;339;637;959;67;17;816;6443
SP;PARDINHO;2195;183;476;453;35;27;616;3985
SP;PARIQUERA-ACU;4925;450;722;2337;22;56;1259;9771
SP;PARISI;814;43;138;312;15;1;175;1498
SP;PATROCINIO PAULISTA;4744;327;760;1034;67;48;646;7626
SP;PAULICEIA;2571;348;413;1058;33;13;747;5183
SP;PAULINIA;48078;2312;5852;9938;341;825;12489;79835
SP;PAULISTANIA;552;30;121;137;14;3;112;969
SP;PAULO DE FARIA;2722;119;367;385;54;11;379;4037
SP;PEDERNEIRAS;16836;1209;2537;7418;242;129;4097;32468
SP;PEDRA BELA;2199;257;489;1040;17;21;219;4242
SP;PEDRANOPOLIS;996;53;179;333;17;2;221;1801
SP;PEDREGULHO;5930;335;917;1236;139;61;854;9472
SP;PEDREIRA;16740;836;2765;11215;76;219;4184;36035
SP;PEDRINHAS PAULISTA;1027;191;375;341;11;12;245;2202
SP;PEDRO DE TOLEDO;2122;188;274;710;22;21;405;3742
SP;PENAPOLIS;24543;1534;3774;12079;317;288;9502;52037
SP;PEREIRA BARRETO;9055;431;1214;3124;119;45;3140;17128
SP;PEREIRAS;2389;268;378;649;33;18;399;4134
SP;PERUIBE;21057;730;2411;7776;117;272;4349;36712
SP;PIACATU;1891;100;333;516;30;10;343;3223
SP;PIEDADE;19112;1689;3992;8360;121;173;3256;36703
SP;PILAR DO SUL;11765;1191;2400;4640;103;106;2230;22435
SP;PINDAMONHANGABA;59062;2044;5671;19860;211;611;8543;96002
SP;PINDORAMA;5502;323;755;1532;65;25;914;9116
SP;PINHALZINHO;5889;490;1093;1684;28;54;799;10037
SP;PIQUEROBI;1076;60;225;306;12;1;168;1848
SP;PIQUETE;4169;214;461;1155;16;29;479;6523
SP;PIRACAIA;10353;584;1570;4746;29;133;1608;19023
SP;PIRACICABA;190748;7939;24707;56576;1477;2986;32826;317259
SP;PIRAJU;12337;551;1757;3497;80;141;2170;20533
SP;PIRAJUI;7542;352;1076;2304;97;62;1384;12817
SP;PIRANGI;4046;447;965;1028;86;31;1274;7877
SP;PIRAPORA DO BOM JESUS;5302;373;598;1647;130;31;747;8828
SP;PIRAPOZINHO;9280;514;1187;3267;111;74;2204;16637
SP;PIRASSUNUNGA;33628;1153;3734;12456;245;333;7476;59025
SP;PIRATININGA;5437;303;905;1257;48;57;856;8863
SP;PITANGUEIRAS;10670;1018;1552;3902;345;129;3409;21025
SP;PLANALTO;1506;189;250;436;63;4;438;2886
SP;PLATINA;840;66;180;295;17;4;105;1507
SP;POA;38243;998;3274;6877;196;310;4913;54811
SP;POLONI;2094;191;392;511;59;23;367;3637
SP;POMPEIA;8695;318;1414;2487;62;66;1246;14288
SP;PONGAI;1561;67;244;234;21;6;205;2338
SP;PONTAL;11370;1093;1613;2813;577;62;3379;20907
SP;PONTALINDA;1079;43;139;374;37;0;186;1858
SP;PONTES GESTAL;961;73;179;184;27;3;245;1672
SP;POPULINA;1605;60;252;360;15;13;283;2588
SP;PORANGABA;3093;199;559;913;19;14;386;5183
SP;PORTO FELIZ;20243;1414;3147;6441;212;231;3213;34901
SP;PORTO FERREIRA;21544;1231;2888;11409;178;254;5611;43115
SP;POTIM;3945;92;388;1998;27;16;658;7124
SP;POTIRENDABA;7240;557;1355;1806;91;38;2034;13121
SP;PRACINHA;456;13;59;168;15;0;34;745
SP;PRADOPOLIS;5478;436;818;1157;252;40;2119;10300
SP;PRAIA GRANDE;82412;2350;7686;33413;375;1084;20779;148099
