UF;Municipio;POPULACAO ESTIMADA;Pais
RS;ALTO FELIZ;3028;Brasil
RS;ALVORADA;210305;Brasil
RS;AMARAL FERRADOR;7031;Brasil
RS;AMETISTA DO SUL;7409;Brasil
RS;ANDRE DA ROCHA;1333;Brasil
RS;ANTA GORDA;5981;Brasil
RS;ANTONIO PRADO;13050;Brasil
RS;ARAMBARE;3581;Brasil
RS;ARARICA;5698;Brasil
RS;ARATIBA;6235;Brasil
RS;ARROIO DO MEIO;20805;Brasil
RS;ARROIO DO PADRE;2937;Brasil
RS;ARROIO DO SAL;10065;Brasil
RS;ARROIO DO TIGRE;13373;Brasil
RS;ARROIO DOS RATOS;14151;Brasil
RS;ARROIO GRANDE;18293;Brasil
RS;ARVOREZINHA;10424;Brasil
RS;AUGUSTO PESTANA;6661;Brasil
RS;AUREA;3554;Brasil
RS;BAGE;121143;Brasil
RS;BALNEARIO PINHAL;14068;Brasil
RS;BARAO;6171;Brasil
RS;BARAO DE COTEGIPE;6623;Brasil
RS;BARAO DO TRIUNFO;7487;Brasil
RS;BARRA DO GUARITA;3248;Brasil
RS;BARRA DO QUARAI;4215;Brasil
RS;BARRA DO RIBEIRO;13491;Brasil
RS;BARRA DO RIO AZUL;1690;Brasil
RS;BARRA FUNDA;2539;Brasil
RS;BARRACAO;5275;Brasil
RS;BARROS CASSAL;11199;Brasil
RS;BENJAMIN CONSTANT DO SUL;1994;Brasil
RS;BENTO GONCALVES;120454;Brasil
RS;BOA VISTA DAS MISSOES;2098;Brasil
RS;BOA VISTA DO BURICA;6712;Brasil
RS;BOA VISTA DO CADEADO;2470;Brasil
RS;BOA VISTA DO INCRA;2603;Brasil
RS;BOA VISTA DO SUL;2783;Brasil
RS;BOM JESUS;11349;Brasil
RS;BOM PRINCIPIO;14055;Brasil
RS;BOM PROGRESSO;1942;Brasil
RS;BOM RETIRO DO SUL;12328;Brasil
RS;BOQUEIRAO DO LEAO;7714;Brasil
RS;BOSSOROCA;6279;Brasil
RS;BOZANO;2123;Brasil
RS;BRAGA;3353;Brasil
RS;BROCHIER;5074;Brasil
RS;BUTIA;20941;Brasil
RS;CACAPAVA DO SUL;33624;Brasil
RS;CACEQUI;12561;Brasil
RS;CACHOEIRA DO SUL;82201;Brasil
RS;CACHOEIRINHA;130293;Brasil
RS;CACIQUE DOBLE;5065;Brasil
RS;CAIBATE;4846;Brasil
RS;CAICARA;4743;Brasil
RS;CAMAQUA;66261;Brasil
RS;CAMARGO;2733;Brasil
RS;CAMBARA DO SUL;6431;Brasil
RS;CAMPESTRE DA SERRA;3388;Brasil
RS;CAMPINA DAS MISSOES;5474;Brasil
RS;CAMPINAS DO SUL;5454;Brasil
RS;CAMPO BOM;66712;Brasil
RS;CAMPO NOVO;4484;Brasil
RS;CAMPOS BORGES;3320;Brasil
RS;CANDELARIA;31365;Brasil
RS;CANDIDO GODOI;6198;Brasil
RS;CANDIOTA;9584;Brasil
RS;CANELA;44998;Brasil
RS;CANGUCU;56045;Brasil
RS;CANOAS;346616;Brasil
RS;CANUDOS DO VALE;1716;Brasil
RS;CAPAO BONITO DO SUL;1654;Brasil
RS;CAPAO DA CANOA;53049;Brasil
RS;CAPAO DO CIPO;3651;Brasil
RS;CAPAO DO LEAO;25354;Brasil
RS;CAPELA DE SANTANA;11940;Brasil
RS;CAPITAO;2757;Brasil
RS;CAPIVARI DO SUL;4660;Brasil
RS;CARAA;8270;Brasil
RS;CARAZINHO;62110;Brasil
RS;CARLOS BARBOSA;29833;Brasil
RS;CARLOS GOMES;1377;Brasil
RS;CASCA;9031;Brasil
RS;CASEIROS;3202;Brasil
RS;CATUIPE;8774;Brasil
RS;CAXIAS DO SUL;510906;Brasil
RS;CENTENARIO;2891;Brasil
RS;CERRITO;6091;Brasil
RS;CERRO BRANCO;4691;Brasil
RS;CERRO GRANDE;2311;Brasil
RS;CERRO GRANDE DO SUL;12239;Brasil
RS;CERRO LARGO;14133;Brasil
RS;CHAPADA;9269;Brasil
RS;CHARQUEADAS;40789;Brasil
RS;CHARRUA;3279;Brasil
RS;CHIAPETTA;3756;Brasil
RS;CHUI;6704;Brasil
RS;CHUVISCA;5441;Brasil
RS;CIDREIRA;16254;Brasil
RS;CIRIACO;4747;Brasil
RS;COLINAS;2438;Brasil
RS;COLORADO;3175;Brasil
RS;CONDOR;6753;Brasil
RS;CONSTANTINA;9911;Brasil
RS;COQUEIRO BAIXO;1501;Brasil
RS;COQUEIROS DO SUL;2306;Brasil
RS;CORONEL BARROS;2519;Brasil
RS;CORONEL BICACO;7325;Brasil
RS;CORONEL PILAR;1628;Brasil
RS;COTIPORA;3853;Brasil
RS;COXILHA;2756;Brasil
RS;CRISSIUMAL;13448;Brasil
RS;CRISTAL;8009;Brasil
RS;CRISTAL DO SUL;2847;Brasil
RS;CRUZ ALTA;60299;Brasil
RS;CRUZALTENSE;1833;Brasil
RS;CRUZEIRO DO SUL;12348;Brasil
RS;DAVID CANABARRO;4740;Brasil
RS;DERRUBADAS;2805;Brasil
RS;DEZESSEIS DE NOVEMBRO;2427;Brasil
RS;DILERMANDO DE AGUIAR;3014;Brasil
RS;DOIS IRMAOS;32671;Brasil
RS;DOIS IRMAOS DAS MISSOES;2026;Brasil
RS;DOIS LAJEADOS;3400;Brasil
RS;DOM FELICIANO;15414;Brasil
RS;DOM PEDRITO;38461;Brasil
RS;DOM PEDRO DE ALCANTARA;2534;Brasil
RS;DONA FRANCISCA;3041;Brasil
RS;DOUTOR MAURICIO CARDOSO;4549;Brasil
RS;DOUTOR RICARDO;1983;Brasil
RS;ELDORADO DO SUL;41285;Brasil
RS;ENCANTADO;22706;Brasil
RS;ENCRUZILHADA DO SUL;25877;Brasil
RS;ENGENHO VELHO;1034;Brasil
RS;ENTRE IJUIS;8475;Brasil
RS;ENTRE RIOS DO SUL;2792;Brasil
RS;EREBANGO;2991;Brasil
RS;ERECHIM;105862;Brasil
RS;ERNESTINA;3168;Brasil
RS;ERVAL GRANDE;4859;Brasil
RS;ERVAL SECO;6912;Brasil
RS;ESMERALDA;3282;Brasil
RS;ESPERANCA DO SUL;2926;Brasil
RS;ESPUMOSO;15588;Brasil
RS;ESTACAO;5958;Brasil
RS;ESTANCIA VELHA;50022;Brasil
RS;ESTEIO;83202;Brasil
RS;ESTRELA;34116;Brasil
RS;ESTRELA VELHA;3655;Brasil
RS;EUGENIO DE CASTRO;2396;Brasil
RS;FAGUNDES VARELA;2731;Brasil
RS;FARROUPILHA;72331;Brasil
RS;FAXINAL DO SOTURNO;6677;Brasil
RS;FAXINALZINHO;2315;Brasil
RS;FAZENDA VILANOVA;4533;Brasil
RS;FELIZ;13547;Brasil
RS;FLORES DA CUNHA;30745;Brasil
RS;FLORIANO PEIXOTO;1766;Brasil
RS;FONTOURA XAVIER;10304;Brasil
RS;FORMIGUEIRO;6664;Brasil
RS;FORQUETINHA;2412;Brasil
RS;FORTALEZA DOS VALOS;4320;Brasil
RS;FREDERICO WESTPHALEN;31313;Brasil
RS;GARIBALDI;35070;Brasil
RS;GARRUCHOS;2924;Brasil
RS;GAURAMA;5534;Brasil
RS;GENERAL CAMARA;8385;Brasil
RS;GENTIL;1634;Brasil
RS;GETULIO VARGAS;16212;Brasil
RS;GIRUA;16004;Brasil
RS;GLORINHA;8098;Brasil
RS;GRAMADO;36232;Brasil
RS;GRAMADO DOS LOUREIROS;2082;Brasil
RS;GRAMADO XAVIER;4325;Brasil
RS;GRAVATAI;281519;Brasil
RS;GUABIJU;1503;Brasil
RS;GUAIBA;98143;Brasil
RS;GUAPORE;25727;Brasil
RS;GUARANI DAS MISSOES;7537;Brasil
RS;HARMONIA;4866;Brasil
RS;HERVAL;6821;Brasil
RS;HERVEIRAS;3018;Brasil
RS;HORIZONTINA;19329;Brasil
RS;HULHA NEGRA;6776;Brasil
RS;HUMAITA;4762;Brasil
RS;IBARAMA;4406;Brasil
RS;IBIACA;4709;Brasil
RS;IBIRAIARAS;7262;Brasil
RS;IBIRAPUITA;4013;Brasil
RS;IBIRUBA;20350;Brasil
RS;IGREJINHA;36899;Brasil
RS;IJUI;83475;Brasil
RS;ILOPOLIS;4078;Brasil
RS;IMBE;22800;Brasil
RS;IMIGRANTE;3120;Brasil
RS;INDEPENDENCIA;6167;Brasil
RS;INHACORA;2226;Brasil
RS;IPE;6640;Brasil
RS;IPIRANGA DO SUL;1889;Brasil
RS;IRAI;7241;Brasil
RS;ITAARA;5499;Brasil
RS;ITACURUBI;3465;Brasil
RS;ITAPUCA;2094;Brasil
RS;ITAQUI;37620;Brasil
RS;ITATI;2419;Brasil
RS;ITATIBA DO SUL;3324;Brasil
RS;IVORA;1910;Brasil
RS;IVOTI;24293;Brasil
RS;JABOTICABA;3810;Brasil
RS;JACUIZINHO;2692;Brasil
RS;JACUTINGA;3561;Brasil
RS;JAGUARAO;26680;Brasil
RS;JAGUARI;10848;Brasil
RS;JAQUIRANA;3716;Brasil
RS;JARI;3503;Brasil
RS;JOIA;8560;Brasil
RS;JULIO DE CASTILHOS;19293;Brasil
RS;LAGOA BONITA DO SUL;2903;Brasil
RS;LAGOA DOS TRES CANTOS;1609;Brasil
RS;LAGOA VERMELHA;27807;Brasil
RS;LAGOAO;6452;Brasil
RS;LAJEADO;84014;Brasil
RS;LAJEADO DO BUGRE;2564;Brasil
RS;LAVRAS DO SUL;7480;Brasil
RS;LIBERATO SALZANO;5219;Brasil
RS;LINDOLFO COLLOR;6054;Brasil
RS;LINHA NOVA;1714;Brasil
RS;MACAMBARA;4587;Brasil
RS;MACHADINHO;5445;Brasil
RS;MAMPITUBA;2981;Brasil
RS;MANOEL VIANA;7299;Brasil
RS;MAQUINE;6714;Brasil
RS;MARATA;2691;Brasil
RS;MARAU;44161;Brasil
RS;MARCELINO RAMOS;4402;Brasil
RS;MARIANA PIMENTEL;3885;Brasil
RS;MARIANO MORO;2031;Brasil
RS;MARQUES DE SOUZA;4009;Brasil
RS;MATA;4823;Brasil
RS;MATO CASTELHANO;2540;Brasil
RS;MATO LEITAO;4515;Brasil
RS;MATO QUEIMADO;1648;Brasil
RS;MAXIMILIANO DE ALMEIDA;4377;Brasil
RS;MINAS DO LEAO;8075;Brasil
RS;MIRAGUAI;4925;Brasil
RS;MONTAURI;1453;Brasil
RS;MONTE ALEGRE DOS CAMPOS;3226;Brasil
RS;MONTE BELO DO SUL;2548;Brasil
RS;MONTENEGRO;65264;Brasil
RS;MORMACO;3085;Brasil
RS;MORRINHOS DO SUL;2949;Brasil
RS;MORRO REDONDO;6568;Brasil
RS;MORRO REUTER;6407;Brasil
RS;MOSTARDAS;12804;Brasil
RS;MUCUM;4954;Brasil
RS;MUITOS CAPOES;3162;Brasil
RS;MULITERNO;1893;Brasil
RS;NAO-ME-TOQUE;17624;Brasil
RS;NICOLAU VERGUEIRO;1682;Brasil
RS;NONOAI;11695;Brasil
RS;NOVA ALVORADA;3625;Brasil
RS;NOVA ARACA;4759;Brasil
RS;NOVA BASSANO;9916;Brasil
RS;NOVA BOA VISTA;1775;Brasil
RS;NOVA BRESCIA;3330;Brasil
RS;NOVA CANDELARIA;2698;Brasil
RS;NOVA ESPERANCA DO SUL;5352;Brasil
RS;NOVA HARTZ;21615;Brasil
RS;NOVA PADUA;2553;Brasil
RS;NOVA PALMA;6512;Brasil
RS;NOVA PETROPOLIS;21353;Brasil
RS;NOVA PRATA;27257;Brasil
RS;NOVA RAMADA;2242;Brasil
RS;NOVA ROMA DO SUL;3689;Brasil
RS;NOVA SANTA RITA;29300;Brasil
RS;NOVO BARREIRO;4164;Brasil
RS;NOVO CABRAIS;4196;Brasil
RS;NOVO HAMBURGO;246748;Brasil
RS;NOVO MACHADO;3323;Brasil
RS;NOVO TIRADENTES;2211;Brasil
RS;NOVO XINGU;1719;Brasil
RS;OSORIO;45994;Brasil
RS;PAIM FILHO;3828;Brasil
RS;PALMARES DO SUL;11318;Brasil
RS;PALMEIRA DAS MISSOES;33303;Brasil
RS;PALMITINHO;7057;Brasil
RS;PANAMBI;43667;Brasil
RS;PANTANO GRANDE;9174;Brasil
RS;PARAI;7657;Brasil
RS;PARAISO DO SUL;7611;Brasil
RS;PARECI NOVO;3837;Brasil
RS;PAROBE;58272;Brasil
RS;PASSA SETE;5702;Brasil
RS;PASSO DO SOBRADO;6535;Brasil
RS;PASSO FUNDO;203275;Brasil
RS;PAULO BENTO;2293;Brasil
RS;PAVERAMA;8487;Brasil
RS;PEDRAS ALTAS;1982;Brasil
RS;PEDRO OSORIO;7730;Brasil
RS;PEJUCARA;3874;Brasil
RS;PELOTAS;342405;Brasil
RS;PICADA CAFE;5742;Brasil
RS;PINHAL;2579;Brasil
RS;PINHAL DA SERRA;1941;Brasil
RS;PINHAL GRANDE;4350;Brasil
RS;PINHEIRINHO DO VALE;4871;Brasil
RS;PINHEIRO MACHADO;12271;Brasil
RS;PINTO BANDEIRA;3003;Brasil
RS;PIRAPO;2304;Brasil
RS;PIRATINI;20663;Brasil
RS;PLANALTO;10084;Brasil
RS;POCO DAS ANTAS;2098;Brasil
RS;PONTAO;3904;Brasil
RS;PONTE PRETA;1547;Brasil
RS;PORTAO;37079;Brasil
RS;PORTO ALEGRE;1483771;Brasil
RS;PORTO LUCENA;4678;Brasil
RS;PORTO MAUA;2374;Brasil
RS;PORTO VERA CRUZ;1360;Brasil
RS;PORTO XAVIER;10246;Brasil
RS;POUSO NOVO;1639;Brasil
RS;PRESIDENTE LUCENA;2901;Brasil
RS;PROGRESSO;6244;Brasil
RS;PROTASIO ALVES;1947;Brasil
RS;PUTINGA;3919;Brasil
RS;QUARAI;22687;Brasil
RS;QUATRO IRMAOS;1849;Brasil
RS;QUEVEDOS;2788;Brasil
RS;QUINZE DE NOVEMBRO;3796;Brasil
RS;REDENTORA;11549;Brasil
RS;RELVADO;2090;Brasil
RS;RESTINGA SECA;15789;Brasil
RS;RIO DOS INDIOS;2752;Brasil
RS;RIO GRANDE;211005;Brasil
RS;RIO PARDO;38275;Brasil
RS;RIOZINHO;4653;Brasil
RS;ROCA SALES;11393;Brasil
RS;RODEIO BONITO;5867;Brasil
RS;ROLADOR;2323;Brasil
RS;ROLANTE;21349;Brasil
RS;RONDA ALTA;10601;Brasil
RS;RONDINHA;5130;Brasil
RS;ROQUE GONZALES;6847;Brasil
RS;ROSARIO DO SUL;39422;Brasil
RS;SAGRADA FAMILIA;2609;Brasil
RS;SALDANHA MARINHO;2650;Brasil
RS;SALTO DO JACUI;12449;Brasil
RS;SALVADOR DAS MISSOES;2733;Brasil
RS;SALVADOR DO SUL;7799;Brasil
RS;SANANDUVA;16270;Brasil
RS;SANTA BARBARA DO SUL;7994;Brasil
RS;SANTA CECILIA DO SUL;1639;Brasil
RS;SANTA CLARA DO SUL;6603;Brasil
RS;SANTA CRUZ DO SUL;130416;Brasil
RS;SANTA MARGARIDA DO SUL;2562;Brasil
RS;SANTA MARIA;282123;Brasil
RS;SANTA MARIA DO HERVAL;6331;Brasil
RS;SANTA ROSA;73254;Brasil
RS;SANTA TEREZA;1729;Brasil
RS;SANTA VITORIA DO PALMAR;29676;Brasil
RS;SANTANA DA BOA VISTA;8098;Brasil
RS;SANTANA DO LIVRAMENTO;77027;Brasil
RS;SANTIAGO;49425;Brasil
RS;SANTO ANGELO;77593;Brasil
RS;SANTO ANTONIO DA PATRULHA;42894;Brasil
RS;SANTO ANTONIO DAS MISSOES;10175;Brasil
RS;SANTO ANTONIO DO PALMA;2128;Brasil
RS;SANTO ANTONIO DO PLANALTO;2019;Brasil
RS;SANTO AUGUSTO;13885;Brasil
RS;SANTO CRISTO;14257;Brasil
RS;SANTO EXPEDITO DO SUL;2324;Brasil
RS;SAO BORJA;60282;Brasil
RS;SAO DOMINGOS DO SUL;3074;Brasil
RS;SAO FRANCISCO DE ASSIS;18335;Brasil
RS;SAO FRANCISCO DE PAULA;21710;Brasil
RS;SAO GABRIEL;62105;Brasil
RS;SAO JERONIMO;24248;Brasil
RS;SAO JOAO DA URTIGA;4657;Brasil
RS;SAO JOAO DO POLESINE;2552;Brasil
RS;SAO JORGE;2824;Brasil
RS;SAO JOSE DAS MISSOES;2537;Brasil
RS;SAO JOSE DO HERVAL;1971;Brasil
RS;SAO JOSE DO HORTENCIO;4804;Brasil
RS;SAO JOSE DO INHACORA;2073;Brasil
RS;SAO JOSE DO NORTE;27568;Brasil
RS;SAO JOSE DO OURO;6933;Brasil
RS;SAO JOSE DO SUL;2408;Brasil
RS;SAO JOSE DOS AUSENTES;3527;Brasil
RS;SAO LEOPOLDO;236835;Brasil
RS;SAO LOURENCO DO SUL;43582;Brasil
RS;SAO LUIZ GONZAGA;33468;Brasil
RS;SAO MARCOS;21556;Brasil
RS;SAO MARTINHO;5426;Brasil
RS;SAO MARTINHO DA SERRA;3234;Brasil
RS;SAO MIGUEL DAS MISSOES;7673;Brasil
RS;SAO NICOLAU;5265;Brasil
RS;SAO PAULO DAS MISSOES;5790;Brasil
RS;SAO PEDRO DA SERRA;3801;Brasil
RS;SAO PEDRO DAS MISSOES;2009;Brasil
RS;SAO PEDRO DO BUTIA;2947;Brasil
RS;SAO PEDRO DO SUL;16198;Brasil
RS;SAO SEBASTIAO DO CAI;25685;Brasil
RS;SAO SEPE;23621;Brasil
RS;SAO VALENTIM;3299;Brasil
RS;SAO VALENTIM DO SUL;2242;Brasil
RS;SAO VALERIO DO SUL;2727;Brasil
RS;SAO VENDELINO;2243;Brasil
RS;SAO VICENTE DO SUL;8721;Brasil
RS;SAPIRANGA;81734;Brasil
RS;SAPUCAIA DO SUL;141075;Brasil
RS;SARANDI;24489;Brasil
RS;SEBERI;10750;Brasil
RS;SEDE NOVA;2907;Brasil
RS;SEGREDO;7421;Brasil
RS;SELBACH;5100;Brasil
RS;SENADOR SALGADO FILHO;2779;Brasil
RS;SENTINELA DO SUL;5581;Brasil
RS;SERAFINA CORREA;17502;Brasil
RS;SERIO;1962;Brasil
RS;SERTAO;5415;Brasil
RS;SERTAO SANTANA;6486;Brasil
RS;SETE DE SETEMBRO;1970;Brasil
RS;SEVERIANO DE ALMEIDA;3657;Brasil
RS;SILVEIRA MARTINS;2384;Brasil
RS;SINIMBU;10172;Brasil
RS;SOBRADINHO;14967;Brasil
RS;SOLEDADE;31002;Brasil
RS;TABAI;4719;Brasil
RS;TAPEJARA;24111;Brasil
RS;TAPERA;10584;Brasil
RS;TAPES;17300;Brasil
RS;TAQUARA;57466;Brasil
RS;TAQUARI;26862;Brasil
RS;TAQUARUCU DO SUL;3072;Brasil
RS;TAVARES;5481;Brasil
RS;TENENTE PORTELA;13485;Brasil
RS;TERRA DE AREIA;11204;Brasil
RS;TEUTONIA;33232;Brasil
RS;TIO HUGO;3030;Brasil
RS;TIRADENTES DO SUL;5704;Brasil
RS;TOROPI;2806;Brasil
RS;TORRES;38732;Brasil
RS;TRAMANDAI;51715;Brasil
RS;TRAVESSEIRO;2336;Brasil
RS;TRES ARROIOS;2668;Brasil
RS;TRES CACHOEIRAS;11053;Brasil
RS;TRES COROAS;28220;Brasil
RS;TRES DE MAIO;23906;Brasil
RS;TRES FORQUILHAS;2697;Brasil
RS;TRES PALMEIRAS;4271;Brasil
RS;TRES PASSOS;23906;Brasil
RS;TRINDADE DO SUL;5802;Brasil
RS;TRIUNFO;29538;Brasil
RS;TUCUNDUVA;5678;Brasil
RS;TUNAS;4569;Brasil
RS;TUPANCI DO SUL;1472;Brasil
RS;TUPANCIRETA;23948;Brasil
RS;TUPANDI;4855;Brasil
RS;TUPARENDI;7893;Brasil
RS;TURUCU;3438;Brasil
RS;UBIRETAMA;2015;Brasil
RS;UNIAO DA SERRA;1154;Brasil
RS;UNISTALDA;2338;Brasil
RS;URUGUAIANA;126970;Brasil
RS;VACARIA;66218;Brasil
RS;VALE DO SOL;11781;Brasil
RS;VALE REAL;5913;Brasil
RS;VALE VERDE;3497;Brasil
RS;VANINI;2113;Brasil
RS;VENANCIO AIRES;71554;Brasil
RS;VERA CRUZ;26863;Brasil
RS;VERANOPOLIS;26241;Brasil
RS;VESPASIANO CORREA;1815;Brasil
RS;VIADUTOS;4756;Brasil
RS;VIAMAO;255224;Brasil
RS;VICENTE DUTRA;4670;Brasil
RS;VICTOR GRAEFF;2882;Brasil
RS;VILA FLORES;3385;Brasil
RS;VILA LANGARO;2091;Brasil
RS;VILA MARIA;4358;Brasil
RS;VILA NOVA DO SUL;4280;Brasil
RS;VISTA ALEGRE;2752;Brasil
RS;VISTA ALEGRE DO PRATA;1561;Brasil
RS;VISTA GAUCHA;2851;Brasil
RS;VITORIA DAS MISSOES;3133;Brasil
RS;WESTFALIA;3014;Brasil
RS;XANGRI-LA;16408;Brasil
SC;ABDON BATISTA;2563;Brasil
SC;ABELARDO LUZ;17904;Brasil
SC;AGROLANDIA;10864;Brasil
SC;AGRONOMICA;5448;Brasil
SC;AGUA DOCE;7145;Brasil
SC;AGUAS DE CHAPECO;6486;Brasil
SC;AGUAS FRIAS;2366;Brasil
SC;AGUAS MORNAS;6469;Brasil
SC;ALFREDO WAGNER;10036;Brasil
SC;ALTO BELA VISTA;1937;Brasil
SC;ANCHIETA;5638;Brasil
SC;ANGELINA;4801;Brasil
SC;ANITA GARIBALDI;7133;Brasil
SC;ANITAPOLIS;3232;Brasil
SC;ANTONIO CARLOS;8513;Brasil
SC;APIUNA;10743;Brasil
SC;ARABUTA;4267;Brasil
SC;ARAQUARI;38129;Brasil
SC;ARARANGUA;68228;Brasil
SC;ARMAZEM;8674;Brasil
SC;ARROIO TRINTA;3550;Brasil
SC;ARVOREDO;2240;Brasil
SC;ASCURRA;7934;Brasil
SC;ATALANTA;3210;Brasil
SC;AURORA;5679;Brasil
SC;BALNEARIO ARROIO DO SILVA;13071;Brasil
SC;BALNEARIO BARRA DO SUL;10795;Brasil
SC;BALNEARIO CAMBORIU;142295;Brasil
SC;BALNEARIO DE PICARRAS;23147;Brasil
SC;BALNEARIO GAIVOTA;10979;Brasil
SC;BALNEARIO RINCAO;12760;Brasil
SC;BANDEIRANTE;2678;Brasil
SC;BARRA BONITA;1677;Brasil
SC;BARRA VELHA;29168;Brasil
SC;BELA VISTA DO TOLDO;6337;Brasil
SC;BELMONTE;2706;Brasil
SC;BENEDITO NOVO;11652;Brasil
SC;BIGUACU;68481;Brasil
SC;BLUMENAU;357199;Brasil
SC;BOCAINA DO SUL;3474;Brasil
SC;BOM JARDIM DA SERRA;4743;Brasil
SC;BOM JESUS;3010;Brasil
SC;BOM JESUS DO OESTE;2142;Brasil
SC;BOM RETIRO;9966;Brasil
SC;BOMBINHAS;19769;Brasil
SC;BOTUVERA;5246;Brasil
SC;BRACO DO NORTE;33450;Brasil
SC;BRACO DO TROMBUDO;3743;Brasil
SC;BRUNOPOLIS;2420;Brasil
SC;BRUSQUE;134723;Brasil
SC;CACADOR;78595;Brasil
SC;CAIBI;6148;Brasil
SC;CALMON;3346;Brasil
SC;CAMBORIU;82989;Brasil
SC;CAMPO ALEGRE;11978;Brasil
SC;CAMPO BELO DO SUL;7016;Brasil
SC;CAMPO ERE;8526;Brasil
SC;CAMPOS NOVOS;36244;Brasil
SC;CANELINHA;12240;Brasil
SC;CANOINHAS;54401;Brasil
SC;CAPAO ALTO;2525;Brasil
SC;CAPINZAL;22848;Brasil
SC;CAPIVARI DE BAIXO;24871;Brasil
SC;CATANDUVAS;10861;Brasil
SC;CAXAMBU DO SUL;3642;Brasil
SC;CELSO RAMOS;2728;Brasil
SC;CERRO NEGRO;3124;Brasil
SC;CHAPADAO DO LAGEADO;2988;Brasil
SC;CHAPECO;220367;Brasil
SC;COCAL DO SUL;16684;Brasil
SC;CONCORDIA;74641;Brasil
SC;CORDILHEIRA ALTA;4453;Brasil
SC;CORONEL FREITAS;9981;Brasil
SC;CORONEL MARTINS;2549;Brasil
SC;CORREIA PINTO;12795;Brasil
SC;CORUPA;15909;Brasil
SC;CRICIUMA;215186;Brasil
SC;CUNHA PORA;11086;Brasil
SC;CUNHATAI;1962;Brasil
SC;CURITIBANOS;39745;Brasil
SC;DESCANSO;8250;Brasil
SC;DIONISIO CERQUEIRA;15498;Brasil
SC;DONA EMMA;4146;Brasil
SC;DOUTOR PEDRINHO;4064;Brasil
SC;ENTRE RIOS;3203;Brasil
SC;ERMO;2063;Brasil
SC;ERVAL VELHO;4412;Brasil
SC;FAXINAL DOS GUEDES;10667;Brasil
SC;FLOR DO SERTAO;1582;Brasil
SC;FLORIANOPOLIS;500973;Brasil
SC;FORMOSA DO SUL;2510;Brasil
SC;FORQUILHINHA;26793;Brasil
SC;FRAIBURGO;36443;Brasil
SC;FREI ROGERIO;2023;Brasil
SC;GALVAO;2873;Brasil
SC;GAROPABA;23078;Brasil
SC;GARUVA;18145;Brasil
SC;GASPAR;69639;Brasil
SC;GOVERNADOR CELSO RAMOS;14471;Brasil
SC;GRAO PARA;6569;Brasil
SC;GRAVATAL;11501;Brasil
SC;GUABIRUBA;23832;Brasil
SC;GUARACIABA;10090;Brasil
SC;GUARAMIRIM;44819;Brasil
SC;GUARUJA DO SUL;5160;Brasil
SC;GUATAMBU;4704;Brasil
SC;HERVAL D'OESTE;22606;Brasil
SC;IBIAM;1957;Brasil
SC;IBICARE;3202;Brasil
SC;IBIRAMA;18950;Brasil
SC;ICARA;56421;Brasil
SC;ILHOTA;14184;Brasil
SC;IMARUI;10135;Brasil
SC;IMBITUBA;44853;Brasil
SC;IMBUIA;6197;Brasil
SC;INDAIAL;69425;Brasil
SC;IOMERE;2945;Brasil
SC;IPIRA;4446;Brasil
SC;IPORA DO OESTE;8996;Brasil
SC;IPUACU;7514;Brasil
SC;IPUMIRIM;7593;Brasil
SC;IRACEMINHA;3976;Brasil
SC;IRANI;10419;Brasil
SC;IRATI;1930;Brasil
SC;IRINEOPOLIS;11222;Brasil
SC;ITA;6169;Brasil
SC;ITAIOPOLIS;21669;Brasil
SC;ITAJAI;219536;Brasil
SC;ITAPEMA;65312;Brasil
SC;ITAPIRANGA;16872;Brasil
SC;ITAPOA;20576;Brasil
SC;ITUPORANGA;25086;Brasil
SC;JABORA;3936;Brasil
SC;JACINTO MACHADO;10416;Brasil
SC;JAGUARUNA;20024;Brasil
SC;JARAGUA DO SUL;177697;Brasil
SC;JARDINOPOLIS;1570;Brasil
SC;JOACABA;30118;Brasil
SC;JOINVILLE;590466;Brasil
SC;JOSE BOITEUX;4997;Brasil
SC;JUPIA;2101;Brasil
SC;LACERDOPOLIS;2246;Brasil
SC;LAGEADO GRANDE;1427;Brasil
SC;LAGES;157544;Brasil
SC;LAGUNA;45814;Brasil
SC;LAURENTINO;6970;Brasil
SC;LAURO MULLER;15244;Brasil
SC;LEBON REGIS;12107;Brasil
SC;LEOBERTO LEAL;3041;Brasil
SC;LINDOIA DO SUL;4563;Brasil
SC;LONTRAS;12130;Brasil
SC;LUIZ ALVES;12859;Brasil
SC;LUZERNA;5685;Brasil
SC;MACIEIRA;1775;Brasil
SC;MAFRA;56292;Brasil
SC;MAJOR GERCINO;3442;Brasil
SC;MAJOR VIEIRA;8103;Brasil
SC;MARACAJA;7293;Brasil
SC;MARAVILHA;25762;Brasil
SC;MAREMA;1797;Brasil
SC;MASSARANDUBA;16916;Brasil
SC;MATOS COSTA;2520;Brasil
SC;MELEIRO;7015;Brasil
SC;MIRIM DOCE;2309;Brasil
SC;MODELO;4209;Brasil
SC;MONDAI;11742;Brasil
SC;MONTE CARLO;9866;Brasil
SC;MONTE CASTELO;8275;Brasil
SC;MORRO DA FUMACA;17796;Brasil
SC;MORRO GRANDE;2893;Brasil
SC;NAVEGANTES;81475;Brasil
SC;NOVA ERECHIM;5019;Brasil
SC;NOVA ITABERABA;4331;Brasil
SC;NOVA TRENTO;14549;Brasil
SC;NOVA VENEZA;15166;Brasil
